sample_id,cluster,umap_1,umap_2
893,7,-1.2255448,2.8453672
894,10,13.906171,1.5602248
895,10,13.259069,0.7896408
896,4,9.807903,4.4748406
897,6,1.7598761,3.7084665
898,1,8.492213,10.669869
899,7,-1.5205566,2.9120185
900,1,8.519052,10.341826
901,0,-3.5488186,6.486625
902,2,11.292846,10.256812
903,10,12.529465,0.9367076
904,3,11.38245,4.4356165
905,0,-3.427424,6.4505057
906,7,-1.3178827,3.116362
907,6,1.701214,3.7876866
908,10,12.81648,1.643989
909,6,2.6182761,3.2674873
910,0,-3.8486197,6.4867353
911,0,-3.8027022,5.9123087
912,7,-1.053542,3.6966398
913,7,-1.5901026,4.2055807
914,0,-4.5590577,6.649285
915,7,-1.1674193,3.7455647
916,0,-3.879404,5.716223
917,2,11.190848,10.31226
918,1,8.4988785,10.606287
919,-1,-0.6456401,3.5568027
920,0,-3.9040956,5.657242
921,0,-3.2213666,6.158285
922,-1,10.762946,5.842206
923,10,12.801056,1.4839554
924,0,-3.5780203,6.626244
925,10,12.934268,1.7766372
926,6,1.7792315,4.066805
927,9,13.909658,-1.3576057
928,8,1.3338188,1.4532121
929,2,10.779811,9.344886
930,8,1.1093992,1.5344125
931,6,3.3766086,2.8480937
932,5,11.052473,-0.90515786
933,7,-0.71887493,4.675993
934,4,9.732474,4.31418
935,2,11.966749,10.214308
936,0,-4.305089,6.183769
937,10,12.502986,1.2706994
938,10,13.8628,0.66250217
939,0,-4.2055697,6.5096
940,9,12.85418,-1.5083816
941,-1,0.17237973,3.2356737
942,2,10.17062,9.800864
943,9,13.47977,-1.0555514
944,7,-1.0566577,2.9216232
945,2,12.129642,9.936279
946,7,-1.1241218,3.0087962
947,4,9.290476,4.6961193
948,4,9.77168,4.495151
949,0,-4.0649323,6.044678
950,4,9.298689,4.869176
951,7,-1.658938,4.1538725
952,3,11.440712,4.45118
953,5,11.636908,-0.63952667
954,9,14.206423,-1.4073257
955,6,3.1612465,3.0102458
956,5,11.602786,-1.1702247
957,4,9.69087,4.4136543
958,7,-0.74087274,4.918031
959,10,13.639794,0.8959361
960,8,1.0755852,1.4883741
961,9,13.353657,-1.4266995
962,6,3.3239274,3.2545464
963,-1,9.179824,4.0461483
964,-1,10.6175,1.5702201
965,0,-3.5411055,6.8691053
966,-1,10.574437,1.5924059
967,2,11.480651,9.547578
968,4,9.745085,4.9871125
969,-1,12.074998,1.0744101
970,0,-4.5294895,6.356821
971,5,11.254105,-0.8668455
972,9,13.618455,-1.1257945
973,2,12.19473,9.988743
974,6,1.7855277,4.027791
975,3,11.426515,4.4705987
976,0,-3.6660573,6.7656274
977,0,-4.507689,6.0476656
978,10,13.503333,0.82387245
979,1,8.458222,10.560675
980,10,12.620961,0.45074847
981,8,-0.04200372,1.9380777
982,3,11.174305,4.4263935
983,2,12.0124,10.234329
984,10,13.255196,0.7222138
985,6,2.8669448,3.5744436
986,8,1.1367269,1.5673068
987,10,13.187773,1.7109476
988,4,9.325306,4.4813824
989,6,1.9655311,3.0868282
990,10,12.945458,1.828307
991,10,12.923886,1.523061
992,6,3.231145,2.803663
993,9,14.197469,-1.5226734
994,2,11.1635475,10.445896
995,7,-0.25367337,2.5149183
996,5,11.426006,-0.32365516
997,4,10.094491,4.396851
998,9,13.381666,-1.5617667
999,6,1.3632015,2.8774552
1000,7,-1.1261506,4.180467
1001,10,13.265598,1.3483007
1002,10,12.972153,0.796129
1003,6,3.5572908,3.3499537
1004,4,9.539198,4.208893
1005,8,1.0775903,1.446797
1006,4,10.327778,4.742937
1007,6,3.203617,2.7903447
1008,3,11.102254,4.348829
1009,10,13.155373,1.3334483
1010,2,10.9723,9.778172
1011,4,9.771718,4.8503036
1012,5,12.034443,-0.7384044
1013,4,9.398223,4.4809537
1014,9,13.403779,-1.153705
1015,7,-1.3008692,3.7442505
1016,10,12.591099,1.4713044
1017,9,14.207537,-1.4173036
1018,6,1.3485138,2.93873
1019,0,-4.448088,6.725363
1020,0,-4.4618807,6.3377357
1021,7,-1.5815792,2.8831255
1022,4,9.245817,4.8552713
1023,2,11.209112,10.395403
1024,6,2.6792245,3.383676
1025,0,-3.1038587,6.543698
1026,-1,10.64956,1.5258619
1027,10,13.045375,1.7041503
1028,0,-3.9237514,6.0483174
1029,9,14.329399,-1.0590603
1030,7,-1.0820303,2.8936126
1031,10,13.058149,1.5039041
1032,10,12.9819,0.727896
1033,6,1.8968979,3.2302175
1034,0,-4.056173,6.143606
1035,1,8.557014,10.500955
1036,10,12.367564,1.2193588
1037,6,3.2067306,2.8743455
1038,8,1.2884283,1.6476756
1039,5,11.952799,-0.7545382
1040,2,11.976482,10.181851
1041,0,-3.8190181,6.654219
1042,8,1.0842588,1.5228658
1043,2,10.173354,9.81824
1044,6,1.8140712,3.8154986
1045,2,10.14248,9.754333
1046,8,1.3439717,1.4214165
1047,3,11.417692,4.4772286
1048,6,2.699174,3.2247078
1049,6,1.6281224,3.7473276
1050,4,9.598819,4.517275
1051,9,13.163504,-1.3829621
1052,6,2.4975214,3.8536632
1053,7,-1.5849795,4.136779
1054,7,-1.3864504,2.8722358
1055,6,3.3211772,2.8289325
1056,9,13.887791,-1.4617558
1057,-1,10.77238,5.8395977
1058,8,1.1088762,1.5479351
1059,2,11.59908,10.081992
1060,4,9.704657,4.6350307
1061,6,1.3883048,4.5426126
1062,2,11.87699,10.213878
1063,10,13.151545,1.3759495
1064,6,1.8897679,3.9524183
1065,-1,0.34972015,4.216875
1066,2,12.235421,10.001009
1067,0,-4.29958,6.0290313
1068,7,-1.054203,3.08065
1069,6,1.4164603,4.559377
1070,0,-3.3860514,6.6368513
1071,-1,10.605794,1.5504899
1072,7,-0.7562697,4.930911
1073,9,13.525865,-1.4825362
1074,2,11.229549,10.214887
1075,6,1.7913088,4.2494783
1076,0,-4.5513105,6.3046803
1077,10,13.581744,0.6286659
1078,9,14.237511,-1.462013
1079,6,3.5464237,3.1810365
1080,10,13.002416,1.4848422
1081,8,-0.10076917,2.066266
1082,5,11.112812,-1.0245898
1083,4,9.637194,4.2765903
1084,10,12.6505995,1.5993365
1085,0,-4.452458,5.9454236
1086,7,-1.452468,2.711924
1087,4,9.649131,4.441743
1088,7,-0.7729021,4.9527426
1089,10,13.596639,-0.2559811
1090,6,1.5173104,4.453973
1091,7,-0.8093891,4.0732913
1092,1,8.65629,10.399623
1093,7,-1.0830898,3.0704868
1094,8,0.04157402,1.8457351
1095,7,-1.1915603,2.7570937
1096,7,-1.0303601,4.0442038
1097,10,13.82965,0.14321989
1098,9,13.400084,-1.1558794
1099,9,12.997218,-1.5185714
1100,8,0.18990716,2.0267284
1101,0,-3.6362638,6.845377
1102,3,11.391136,4.5483284
1103,10,13.382834,0.008221525
1104,6,3.5898342,3.3228626
1105,10,14.021625,1.0652139
